paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period,metadata_review,material_family,sensor_family,signal_family,system_family,mode,mask
P_042597,MO_001,Transforming wearable technology with advanced ultra-flexible energy harvesting and storage solutions,2024,0,hydrogel,pressure sensor,energy output,self-powered/energy storage,pressure sensor -> energy output -> self-powered/energy storage,hydrogel -> pressure sensor -> energy output -> self-powered/energy storage,2,0,0,0,0,2022-25,0,hydrogel/organogel,mechanical,other,energy/self-powered,Transduction novelty,"(0, 1, 0)"
P_042925,MO_005,Fabrication strategies and microscale sensing functionalities of mechanochromic colloidal photonic crystals for underwater applications,2025,0,CNT,optical sensor,optical/fluorescence,wearable/flexible electronics,optical sensor -> optical/fluorescence -> wearable/flexible electronics,CNT -> optical sensor -> optical/fluorescence -> wearable/flexible electronics,2,0,0,0,0,2022-25,1,carbon,optical,frequency/wavelength,wearable/e-skin,Material implementation,"(1, 0, 0)"
P_043140,MO_001,Linearity of piezoelectric response of electrospun polymer-based (PVDF) fibers with barium titanate nanoparticles,2023,0,PVDF,electrode,voltage output,health monitoring,electrode -> voltage output -> health monitoring,PVDF -> electrode -> voltage output -> health monitoring,2,0,0,0,0,2022-25,0,elastomer/polymer,bio/electrochemical,voltage,healthcare,Higher-order recombination,"(0, 0, 0)"
P_043229,MO_002,In situ continuous hydrogen-bonded engineering for intrinsically stretchable and healable high-mobility polymer semiconductors,2024,0,textile/yarn/fabric,electrode,mechanical deformation,wearable/flexible electronics,electrode -> mechanical deformation -> wearable/flexible electronics,textile/yarn/fabric -> electrode -> mechanical deformation -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,textile/fibre,bio/electrochemical,mechanical,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_044068,MO_002,Bio-Inspired Hierarchical Carbon Nanotube Yarn with Ester Bond Cross-Linkages towards High Conductivity for Multifunctional Applications,2022,0,CNT,resistive sensor,voltage output,wearable/flexible electronics,resistive sensor -> voltage output -> wearable/flexible electronics,CNT -> resistive sensor -> voltage output -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,carbon,electrical,voltage,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_044156,MO_002,Electroactive aniline tetramer–spider silks with conductive and electrochromic functionality,2022,0,cellulose/cotton/silk,pH sensor,optical/fluorescence,wearable/flexible electronics,pH sensor -> optical/fluorescence -> wearable/flexible electronics,cellulose/cotton/silk -> pH sensor -> optical/fluorescence -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,textile/fibre,gas/chemical,frequency/wavelength,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_044771,MO_001,High-fidelity and clean nanotransfer lithography using structure-embedded and electrostatic-adhesive carriers,2023,0,graphene/rGO,triboelectric sensor,frequency/wavelength signal,wearable/flexible electronics,triboelectric sensor -> frequency/wavelength signal -> wearable/flexible electronics,graphene/rGO -> triboelectric sensor -> frequency/wavelength signal -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,carbon,self-powered,frequency/wavelength,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_045135,MO_001,Navigating the future of healthcare with innovations and challenges in implantable battery technology for biomedical devices,2024,0,Cu/Ni,piezoelectric sensor,current signal,health monitoring,piezoelectric sensor -> current signal -> health monitoring,Cu/Ni -> piezoelectric sensor -> current signal -> health monitoring,2,0,0,0,0,2022-25,1,metal,self-powered,current,healthcare,Higher-order recombination,"(0, 0, 0)"
P_045846,MO_001,A bioinspired tactile scanner for computer haptics,2024,0,PVDF,piezoelectric sensor,frequency/wavelength signal,robotics/tactile,piezoelectric sensor -> frequency/wavelength signal -> robotics/tactile,PVDF -> piezoelectric sensor -> frequency/wavelength signal -> robotics/tactile,2,0,0,0,0,2022-25,0,elastomer/polymer,self-powered,frequency/wavelength,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_045922,MO_006,Pneumatic coding blocks enable programmability of electronics-free fluidic soft robots,2024,0,PMMA/PLA,pressure sensor,mechanical deformation,robotics/tactile,pressure sensor -> mechanical deformation -> robotics/tactile,PMMA/PLA -> pressure sensor -> mechanical deformation -> robotics/tactile,2,0,0,0,0,2022-25,0,other,mechanical,mechanical,motion/human activity,Material implementation,"(1, 0, 0)"
P_046153,MO_001,Challenges and emerging opportunities in transistor-based ultrathin electronics: design and fabrication for healthcare applications,2022,0,silicone/elastomer,strain sensor,temperature/thermal signal,health monitoring,strain sensor -> temperature/thermal signal -> health monitoring,silicone/elastomer -> strain sensor -> temperature/thermal signal -> health monitoring,2,0,0,0,0,2022-25,1,elastomer/polymer,mechanical,other,healthcare,Higher-order recombination,"(0, 0, 0)"
P_046235,MO_001,Fluorescent antimicrobial hydrogel based on fluorophore N-doped carbon dots originated from cellulose nanocrystals,2024,0,hydrogel,optical sensor,optical/fluorescence,environmental monitoring,optical sensor -> optical/fluorescence -> environmental monitoring,hydrogel -> optical sensor -> optical/fluorescence -> environmental monitoring,2,0,0,0,0,2022-25,0,hydrogel/organogel,optical,frequency/wavelength,environmental,Higher-order recombination,"(0, 0, 0)"
P_046402,MO_001,"Polymeric piezoelectric accelerometers with high sensitivity, broad bandwidth, and low noise density for organic electronics and wearable microsystems",2024,0,PVDF,piezoelectric sensor,frequency/wavelength signal,wearable/flexible electronics,piezoelectric sensor -> frequency/wavelength signal -> wearable/flexible electronics,PVDF -> piezoelectric sensor -> frequency/wavelength signal -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,elastomer/polymer,self-powered,frequency/wavelength,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_046896,MO_001,Bio-based vitrimeric elastomers enable completely sustainable triboelectric nanogenerator,2023,0,silicone/elastomer,triboelectric sensor,voltage output,motion monitoring,triboelectric sensor -> voltage output -> motion monitoring,silicone/elastomer -> triboelectric sensor -> voltage output -> motion monitoring,2,0,0,0,0,2022-25,0,elastomer/polymer,self-powered,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_046944,MO_001,Fabrication of Biomedical Electrodes Using Printing Approaches,2025,0,polymer/elastomer,wearable/e-skin,physiological signal,health monitoring,wearable/e-skin -> physiological signal -> health monitoring,polymer/elastomer -> wearable/e-skin -> physiological signal -> health monitoring,2,0,0,0,0,2022-25,1,elastomer/polymer,wearable/e-skin,other,healthcare,Material implementation,"(1, 0, 0)"
P_047281,MO_001,Exploring the application of the microbial pigment violacein as a sustainable probe molecule for recycled paper-based SERS substrates,2025,0,Ag/AgNW,SERS substrate,performance metric,portable electronics,SERS substrate -> performance metric -> portable electronics,Ag/AgNW -> SERS substrate -> performance metric -> portable electronics,2,0,0,0,0,2022-25,0,metal,other,other,other,Multi-layer novelty,"(1, 1, 0)"
P_047331,MO_001,High-performance paper-based biocathode fabricated by screen-printing an improved mesoporous carbon ink and by oriented immobilization of bilirubin oxidase,2022,0,cellulose/cotton/silk,electrode,current signal,wearable/flexible electronics,electrode -> current signal -> wearable/flexible electronics,cellulose/cotton/silk -> electrode -> current signal -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,textile/fibre,bio/electrochemical,current,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_048688,MO_001,Plant‐assisted synthesis of Fe<sub>3</sub>O<sub>4</sub> nanoparticles for catalytic degradation of methyl orange dye and electrochemical sensing of nitrite,2024,0,nanomaterial,electrode,current signal,environmental monitoring,electrode -> current signal -> environmental monitoring,nanomaterial -> electrode -> current signal -> environmental monitoring,2,0,0,0,0,2022-25,0,other,bio/electrochemical,current,environmental,Higher-order recombination,"(0, 0, 0)"
P_049208,MO_002,Application and analysis of contemporary flexible tactile sensors,2024,0,silicone/elastomer,tactile sensor,capacitance change,wireless/IoT,tactile sensor -> capacitance change -> wireless/IoT,silicone/elastomer -> tactile sensor -> capacitance change -> wireless/IoT,2,0,0,0,0,2022-25,1,elastomer/polymer,mechanical,capacitance,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_049630,MO_003,Dermal-fluid-enabled detection platforms for non-invasive ambulatory monitoring,2023,0,PMMA/PLA,electrode,chemical signal,wearable/flexible electronics,electrode -> chemical signal -> wearable/flexible electronics,PMMA/PLA -> electrode -> chemical signal -> wearable/flexible electronics,2,0,0,0,0,2022-25,1,other,bio/electrochemical,other,wearable/e-skin,Transduction novelty,"(0, 1, 0)"
P_049995,MO_002,Actuation for flexible and stretchable microdevices,2024,0,graphene/rGO,temperature sensor,voltage output,robotics/tactile,temperature sensor -> voltage output -> robotics/tactile,graphene/rGO -> temperature sensor -> voltage output -> robotics/tactile,2,0,0,0,0,2022-25,1,carbon,thermal,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_051140,MO_001,Intelligent wearable system with accurate detection of abnormal gait and timely cueing for mobility enhancement of people with Parkinson’s disease,2022,0,Cu/Ni,pressure sensor,mechanical deformation,wireless/IoT,pressure sensor -> mechanical deformation -> wireless/IoT,Cu/Ni -> pressure sensor -> mechanical deformation -> wireless/IoT,2,0,0,0,0,2022-25,0,metal,mechanical,mechanical,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_051240,MO_001,"Hydrothermal synthesis and characterization of the antimony–tin oxide nanomaterial and its application as a high-performance asymmetric supercapacitor, photocatalyst, and antibacterial agent",2023,0,nanomaterial,electrode,capacitance change,self-powered/energy storage,electrode -> capacitance change -> self-powered/energy storage,nanomaterial -> electrode -> capacitance change -> self-powered/energy storage,2,0,0,0,0,2022-25,0,other,bio/electrochemical,capacitance,energy/self-powered,Higher-order recombination,"(0, 0, 0)"
P_051351,MO_001,Resonant-Based Wireless Power Transfer System Using Electric Coupling for Transparent Wearable Devices and Null Power Points,2023,0,Cu/Ni,capacitive sensor,capacitance change,health monitoring,capacitive sensor -> capacitance change -> health monitoring,Cu/Ni -> capacitive sensor -> capacitance change -> health monitoring,2,0,0,0,0,2022-25,0,metal,electrical,capacitance,healthcare,Higher-order recombination,"(0, 0, 0)"
P_051491,MO_001,Al Foil-Supported Carbon Nanosheets as Self-Supporting Electrodes for High Areal Capacitance Supercapacitors,2023,0,ZnO/oxide,electrode,capacitance change,self-powered/energy storage,electrode -> capacitance change -> self-powered/energy storage,ZnO/oxide -> electrode -> capacitance change -> self-powered/energy storage,2,0,0,0,0,2022-25,0,ceramic/oxide,bio/electrochemical,capacitance,energy/self-powered,Higher-order recombination,"(0, 0, 0)"
P_051918,MO_002,Towards organic electronics that learn at the body-machine interface: A materials journey,2022,0,PEDOT:PSS,electrode,impedance signal,wearable/flexible electronics,electrode -> impedance signal -> wearable/flexible electronics,PEDOT:PSS -> electrode -> impedance signal -> wearable/flexible electronics,2,0,0,0,0,2022-25,1,conductive polymer,bio/electrochemical,resistance/conductance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_052694,MO_005,Recent Research on MXene-based Flexible Wearable Sensors in the Fields of Sports and Health,2025,0,MXene,wearable/e-skin,resistance/conductivity change,motion monitoring,wearable/e-skin -> resistance/conductivity change -> motion monitoring,MXene -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,2,0,0,0,0,2022-25,1,carbon,wearable/e-skin,resistance/conductance,motion/human activity,Material implementation,"(1, 0, 0)"
P_052694,MO_011,Recent Research on MXene-based Flexible Wearable Sensors in the Fields of Sports and Health,2025,0,MXene,biosensor/electrochemical,physiological signal,health monitoring,biosensor/electrochemical -> physiological signal -> health monitoring,MXene -> biosensor/electrochemical -> physiological signal -> health monitoring,2,0,0,0,0,2022-25,1,carbon,gas/chemical,other,healthcare,Higher-order recombination,"(0, 0, 0)"
P_052738,MO_001,Self-assembled Fe <sub>3</sub>O <sub>4</sub> nanoparticles on V <sub>2</sub>C MXene for enhanced supercapacitor and microwave absorption applications,2025,0,MXene,electrode,energy output,self-powered/energy storage,electrode -> energy output -> self-powered/energy storage,MXene -> electrode -> energy output -> self-powered/energy storage,2,0,0,0,0,2022-25,0,carbon,bio/electrochemical,other,energy/self-powered,Higher-order recombination,"(0, 0, 0)"
P_053845,MO_001,Electrochemical valorization of waste activated sludge for short-chain fatty acids production,2022,0,Cu/Ni,gas/chemical sensor,current signal,HMI,gas/chemical sensor -> current signal -> HMI,Cu/Ni -> gas/chemical sensor -> current signal -> HMI,2,0,0,0,0,2022-25,0,metal,gas/chemical,current,other,Higher-order recombination,"(0, 0, 0)"
P_053966,MO_001,Fabrication of binary metal–organic frameworks of Ni–Mn@ZIFs(Cox·Zn1−xO) decorated on CF/CuO nanowire for high-performance electrochemical pseudocapacitors,2024,0,Cu/Ni,gas/chemical sensor,capacitance change,self-powered/energy storage,gas/chemical sensor -> capacitance change -> self-powered/energy storage,Cu/Ni -> gas/chemical sensor -> capacitance change -> self-powered/energy storage,2,0,0,0,0,2022-25,0,metal,gas/chemical,capacitance,energy/self-powered,Higher-order recombination,"(0, 0, 0)"
P_054132,MO_001,A Biosensor Platform for Point-of-Care SARS-CoV-2 Screening,2022,0,Au,capacitive sensor,capacitance change,sweat/biomarker monitoring,capacitive sensor -> capacitance change -> sweat/biomarker monitoring,Au -> capacitive sensor -> capacitance change -> sweat/biomarker monitoring,2,0,0,0,0,2022-25,0,metal,electrical,capacitance,other,Higher-order recombination,"(0, 0, 0)"
P_054958,MO_003,Stretchable magnetic materials and devices for soft robotics,2025,0,liquid metal,strain sensor,voltage output,motion monitoring,strain sensor -> voltage output -> motion monitoring,liquid metal -> strain sensor -> voltage output -> motion monitoring,2,0,0,0,0,2022-25,1,metal,mechanical,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_055116,MO_001,Yeast bio-batteries,2024,0,hydrogel,electrode,voltage output,health monitoring,electrode -> voltage output -> health monitoring,hydrogel -> electrode -> voltage output -> health monitoring,2,0,0,0,0,2022-25,0,hydrogel/organogel,bio/electrochemical,voltage,healthcare,Higher-order recombination,"(0, 0, 0)"
P_055411,MO_001,Chemometric-Assisted Litmus Test: One Single Sensing Platform Adapted from 1–13 to Narrow pH Ranges,2023,0,polymer/elastomer,optical sensor,optical/fluorescence,portable electronics,optical sensor -> optical/fluorescence -> portable electronics,polymer/elastomer -> optical sensor -> optical/fluorescence -> portable electronics,2,0,0,0,0,2022-25,0,elastomer/polymer,optical,frequency/wavelength,other,Higher-order recombination,"(0, 0, 0)"
P_055751,MO_002,"Advanced Materials in Responsible Electronics: Innovations for Sustainability, Health, and Circularity",2025,0,Au,wearable/e-skin,mechanical deformation,wearable/flexible electronics,wearable/e-skin -> mechanical deformation -> wearable/flexible electronics,Au -> wearable/e-skin -> mechanical deformation -> wearable/flexible electronics,2,0,0,0,0,2022-25,1,metal,wearable/e-skin,mechanical,wearable/e-skin,Material implementation,"(1, 0, 0)"
P_058002,MO_001,Ultrasensitive Non-Enzymatic Uric Acid Electrochemical Sensor based on Silicon Nanowires (SiNWs) Modified Screen-Printed Carbon Electrode (SPCE),2025,0,nanomaterial,electrode,current signal,sweat/biomarker monitoring,electrode -> current signal -> sweat/biomarker monitoring,nanomaterial -> electrode -> current signal -> sweat/biomarker monitoring,2,0,0,0,0,2022-25,0,other,bio/electrochemical,current,other,Higher-order recombination,"(0, 0, 0)"
P_059075,MO_002,"Ultrastretchable, fatigue-resistant eutectogel with hierarchical bonding for advanced wearable monitoring",2025,0,PEDOT:PSS,temperature sensor,resistance/conductivity change,motion monitoring,temperature sensor -> resistance/conductivity change -> motion monitoring,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> motion monitoring,2,0,0,0,0,2022-25,0,conductive polymer,thermal,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_059501,MO_001,Understanding the voltaic cell-like nature of moist cellulose thread through the development of a modified version of J.C. Bose’s strain cell: A crucial property for cellulose-based biomedical sensors,2024,0,cellulose/cotton/silk,strain sensor,voltage output,health monitoring,strain sensor -> voltage output -> health monitoring,cellulose/cotton/silk -> strain sensor -> voltage output -> health monitoring,2,0,0,0,0,2022-25,0,textile/fibre,mechanical,voltage,healthcare,Higher-order recombination,"(0, 0, 0)"
P_060583,MO_001,"Analysis of manufacturing and material parameters in 3D-printed polylactic acid (PLA) parts filled with glass powder: mechanical, economic, and environmental assessment",2023,0,PMMA/PLA,strain sensor,mechanical deformation,environmental monitoring,strain sensor -> mechanical deformation -> environmental monitoring,PMMA/PLA -> strain sensor -> mechanical deformation -> environmental monitoring,2,0,0,0,0,2022-25,0,other,mechanical,mechanical,environmental,Higher-order recombination,"(0, 0, 0)"
P_060732,MO_001,Lab-on-PCB with integrated DNA amplification and electroanalytical detection for point-of-care diagnostics,2025,0,Au,gas/chemical sensor,current signal,HMI,gas/chemical sensor -> current signal -> HMI,Au -> gas/chemical sensor -> current signal -> HMI,2,0,0,0,0,2022-25,0,metal,gas/chemical,current,other,Higher-order recombination,"(0, 0, 0)"
P_061337,MO_001,Air-Able: Fabrication and Experiments of Effervescent Fabric Chamber Inflation with Various Shape of Structures and Wearables,2025,0,textile/yarn/fabric,pressure sensor,mechanical deformation,HMI,pressure sensor -> mechanical deformation -> HMI,textile/yarn/fabric -> pressure sensor -> mechanical deformation -> HMI,2,0,0,0,0,2022-25,0,textile/fibre,mechanical,mechanical,other,Higher-order recombination,"(0, 0, 0)"
P_061465,MO_002,Innovative COF@MXene composites for high performance energy applications,2024,0,MXene,electrode,voltage output,self-powered/energy storage,electrode -> voltage output -> self-powered/energy storage,MXene -> electrode -> voltage output -> self-powered/energy storage,2,0,0,0,0,2022-25,1,carbon,bio/electrochemical,voltage,energy/self-powered,Higher-order recombination,"(0, 0, 0)"
P_062512,MO_001,Potential broadband photodetector concept based on three-dimensional graphene foam,2024,0,graphene/rGO,resistive sensor,frequency/wavelength signal,wearable/flexible electronics,resistive sensor -> frequency/wavelength signal -> wearable/flexible electronics,graphene/rGO -> resistive sensor -> frequency/wavelength signal -> wearable/flexible electronics,2,0,0,0,0,2022-25,0,carbon,electrical,frequency/wavelength,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_062518,MO_001,Ultrasound-assisted water oxidation: unveiling the role of piezoelectric metal-oxide sonocatalysts for cancer treatment,2024,0,ZnO/oxide,piezoelectric sensor,optical/fluorescence,rehabilitation,piezoelectric sensor -> optical/fluorescence -> rehabilitation,ZnO/oxide -> piezoelectric sensor -> optical/fluorescence -> rehabilitation,2,0,0,0,0,2022-25,0,ceramic/oxide,self-powered,frequency/wavelength,other,Multi-layer novelty,"(0, 1, 1)"
P_063592,MO_001,A comparative study of flexible electrode design on the performance of flexible wearable electronics,2025,0,Au,electrode,resistance/conductivity change,wireless/IoT,electrode -> resistance/conductivity change -> wireless/IoT,Au -> electrode -> resistance/conductivity change -> wireless/IoT,2,0,0,0,0,2022-25,0,metal,bio/electrochemical,resistance/conductance,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_066800,MO_001,Tecido Jacquard sensível ao toque para interfaces residenciais: um estudo técnico com enfoque multidisciplinar,2025,0,Cu/Ni,tactile sensor,resistance/conductivity change,wireless/IoT,tactile sensor -> resistance/conductivity change -> wireless/IoT,Cu/Ni -> tactile sensor -> resistance/conductivity change -> wireless/IoT,2,0,0,0,0,2022-25,0,metal,mechanical,resistance/conductance,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_070101,MO_002,Surfactant Stabilized Nanoparticles for Environmental Sensing Applications,2025,0,Au,optical sensor,optical/fluorescence,environmental monitoring,optical sensor -> optical/fluorescence -> environmental monitoring,Au -> optical sensor -> optical/fluorescence -> environmental monitoring,2,0,0,0,0,2022-25,1,metal,optical,frequency/wavelength,environmental,Higher-order recombination,"(0, 0, 0)"
P_070101,MO_007,Surfactant Stabilized Nanoparticles for Environmental Sensing Applications,2025,0,Au,gas/chemical sensor,current signal,portable electronics,gas/chemical sensor -> current signal -> portable electronics,Au -> gas/chemical sensor -> current signal -> portable electronics,2,0,0,0,0,2022-25,1,metal,gas/chemical,current,other,Higher-order recombination,"(0, 0, 0)"
P_070946,MO_002,Powering the future: emerging role and mechanistic insights of polyoxometalates in piezo- and triboelectric energy materials,2025,0,PDMS/Ecoflex,triboelectric sensor,current signal,wearable/flexible electronics,triboelectric sensor -> current signal -> wearable/flexible electronics,PDMS/Ecoflex -> triboelectric sensor -> current signal -> wearable/flexible electronics,2,0,0,0,0,2022-25,1,elastomer/polymer,self-powered,current,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_071783,MO_001,Frontiers in Advanced Materials for Energy Harvesting and Storage in Sustainable Technologies,2025,0,PVDF,piezoelectric sensor,mechanical deformation,health monitoring,piezoelectric sensor -> mechanical deformation -> health monitoring,PVDF -> piezoelectric sensor -> mechanical deformation -> health monitoring,2,0,0,0,0,2022-25,1,elastomer/polymer,self-powered,mechanical,healthcare,Transduction novelty,"(0, 1, 0)"
P_071783,MO_003,Frontiers in Advanced Materials for Energy Harvesting and Storage in Sustainable Technologies,2025,0,PVDF,piezoelectric sensor,temperature/thermal signal,wireless/IoT,piezoelectric sensor -> temperature/thermal signal -> wireless/IoT,PVDF -> piezoelectric sensor -> temperature/thermal signal -> wireless/IoT,2,0,0,0,0,2022-25,1,elastomer/polymer,self-powered,other,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_072168,MO_002,The Analysis of Conductive Polymer Materials,2025,0,textile/yarn/fabric,strain sensor,resistance/conductivity change,rehabilitation,strain sensor -> resistance/conductivity change -> rehabilitation,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> rehabilitation,2,0,0,0,0,2022-25,1,textile/fibre,mechanical,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_072168,MO_003,The Analysis of Conductive Polymer Materials,2025,0,polymer/elastomer,resistive sensor,resistance/conductivity change,environmental monitoring,resistive sensor -> resistance/conductivity change -> environmental monitoring,polymer/elastomer -> resistive sensor -> resistance/conductivity change -> environmental monitoring,2,0,0,0,0,2022-25,1,elastomer/polymer,electrical,resistance/conductance,environmental,Material implementation,"(1, 0, 0)"
P_076088,MO_001,Research Progress of Flexible Wearable Electronic Device,2025,0,Au,resistive sensor,resistance/conductivity change,wearable/flexible electronics,resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,Au -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,2,0,0,0,0,2022-25,1,metal,electrical,resistance/conductance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_081435,MO_003,Silk Fibroin-Based Wearable All-Fiber Multifunctional Sensor for Smart Clothing,2022,0,cellulose/cotton/silk,capacitive sensor,capacitance change,environmental monitoring,capacitive sensor -> capacitance change -> environmental monitoring,cellulose/cotton/silk -> capacitive sensor -> capacitance change -> environmental monitoring,2,0,0,0,0,2022-25,0,textile/fibre,electrical,capacitance,environmental,Material implementation,"(1, 0, 0)"
P_081833,MO_003,Side Polished Fiber: A Versatile Platform for Compact Fiber Devices and Sensors,2023,0,PDMS/Ecoflex,temperature sensor,frequency/wavelength signal,environmental monitoring,temperature sensor -> frequency/wavelength signal -> environmental monitoring,PDMS/Ecoflex -> temperature sensor -> frequency/wavelength signal -> environmental monitoring,2,0,0,0,0,2022-25,1,elastomer/polymer,thermal,frequency/wavelength,environmental,Transduction novelty,"(0, 1, 0)"
P_082527,MO_001,Wearable Nanocomposite Sensor System for Motion Phenotyping Chronic Low Back Pain: A BACPAC Technology Research Site,2023,0,carbon fiber,strain sensor,resistance/conductivity change,wireless/IoT,strain sensor -> resistance/conductivity change -> wireless/IoT,carbon fiber -> strain sensor -> resistance/conductivity change -> wireless/IoT,2,0,0,0,0,2022-25,0,carbon,mechanical,resistance/conductance,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_083397,MO_001,A Colorimetric Sensor Enabled with Heterogeneous Nanozymes with Phosphatase-like Activity for the Residue Analysis of Methyl Parathion,2023,0,Au,optical sensor,optical/fluorescence,wireless/IoT,optical sensor -> optical/fluorescence -> wireless/IoT,Au -> optical sensor -> optical/fluorescence -> wireless/IoT,2,0,0,0,0,2022-25,0,metal,optical,frequency/wavelength,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_083714,MO_001,Lab-on-Fiber Sensors with Ag/Au Nanocap Arrays Based on the Two Deposits of Polystyrene Nanospheres,2023,0,Ag/AgNW,SERS substrate,optical/fluorescence,portable electronics,SERS substrate -> optical/fluorescence -> portable electronics,Ag/AgNW -> SERS substrate -> optical/fluorescence -> portable electronics,2,0,0,0,0,2022-25,0,metal,other,frequency/wavelength,other,Material implementation,"(1, 0, 0)"
P_083945,MO_002,Freestanding 3D-interconnected carbon nanofibers as high-performance transducers in miniaturized electrochemical sensors,2022,0,textile/yarn/fabric,electrode,performance metric,sweat/biomarker monitoring,electrode -> performance metric -> sweat/biomarker monitoring,textile/yarn/fabric -> electrode -> performance metric -> sweat/biomarker monitoring,2,0,0,0,0,2022-25,0,textile/fibre,bio/electrochemical,other,other,Higher-order recombination,"(0, 0, 0)"
P_084914,MO_001,Cadmium sulfide doped with silver as CO2 gas sensor using pyrolysis technique,2022,0,Ag/AgNW,resistive sensor,resistance/conductivity change,environmental monitoring,resistive sensor -> resistance/conductivity change -> environmental monitoring,Ag/AgNW -> resistive sensor -> resistance/conductivity change -> environmental monitoring,2,0,0,0,0,2022-25,0,metal,electrical,resistance/conductance,environmental,Higher-order recombination,"(0, 0, 0)"
P_085588,MO_001,Multifunctional MXene/C Aerogels for Enhanced Microwave Absorption and Thermal Insulation,2023,0,MXene,pressure sensor,resistance/conductivity change,HMI,pressure sensor -> resistance/conductivity change -> HMI,MXene -> pressure sensor -> resistance/conductivity change -> HMI,2,0,0,0,0,2022-25,0,carbon,mechanical,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_085636,MO_001,Performance Analysis of a Dynamic Test Bench Based on a Linear Direct Drive,2023,0,Cu/Ni,accelerometer/gyroscope,frequency/wavelength signal,portable electronics,accelerometer/gyroscope -> frequency/wavelength signal -> portable electronics,Cu/Ni -> accelerometer/gyroscope -> frequency/wavelength signal -> portable electronics,2,0,0,0,0,2022-25,0,metal,mechanical,frequency/wavelength,other,Material implementation,"(1, 0, 0)"
P_085747,MO_001,Novel conductive polycarbazolic polymer embedded with palladium nanoparticles as a highly sensitive electrochemical sensor for hydrazine detection,2025,0,polymer/elastomer,electrode,current signal,environmental monitoring,electrode -> current signal -> environmental monitoring,polymer/elastomer -> electrode -> current signal -> environmental monitoring,2,0,0,0,0,2022-25,0,elastomer/polymer,bio/electrochemical,current,environmental,Higher-order recombination,"(0, 0, 0)"
P_085953,MO_001,Moving towards in pouch diagnostics for ostomy patients: exploiting the versatility of laser induced graphene sensors,2023,0,graphene/rGO,electrode,chemical signal,wireless/IoT,electrode -> chemical signal -> wireless/IoT,graphene/rGO -> electrode -> chemical signal -> wireless/IoT,2,0,0,0,0,2022-25,0,carbon,bio/electrochemical,other,interface/readout,Transduction novelty,"(0, 1, 0)"
P_086057,MO_001,A novel integrated framework for damage detection in steel structures using magnetic piezoelectric sensors and hybrid damage index,2025,0,polymer/elastomer,piezoelectric sensor,impedance signal,health monitoring,piezoelectric sensor -> impedance signal -> health monitoring,polymer/elastomer -> piezoelectric sensor -> impedance signal -> health monitoring,2,0,0,0,0,2022-25,0,elastomer/polymer,self-powered,resistance/conductance,healthcare,Transduction novelty,"(0, 1, 0)"
P_086552,MO_003,"Advances in Paper-Based Ammonia Sensors in Environment: Sustainable Materials, Nanotechnology Integration, and Smart Analytical Platforms",2025,0,Ag/AgNW,gas/chemical sensor,voltage output,wireless/IoT,gas/chemical sensor -> voltage output -> wireless/IoT,Ag/AgNW -> gas/chemical sensor -> voltage output -> wireless/IoT,2,0,0,0,0,2022-25,1,metal,gas/chemical,voltage,interface/readout,Higher-order recombination,"(0, 0, 0)"
