paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period
P_039188,MO_004,Recent advancement in development and modification of nanofibrous matrix for the application in sensing and remediation of water pollutants,2023,0,hydrogel,biosensor/electrochemical,current signal,portable electronics,biosensor/electrochemical -> current signal -> portable electronics,hydrogel -> biosensor/electrochemical -> current signal -> portable electronics,2,0,0,0,0,2022-25
P_039202,MO_001,A 2DOF hybrid energy harvester based on combined piezoelectric and electromagnetic conversion mechanisms,2014,0,Cu/Ni,piezoelectric sensor,voltage output,self-powered/energy storage,piezoelectric sensor -> voltage output -> self-powered/energy storage,Cu/Ni -> piezoelectric sensor -> voltage output -> self-powered/energy storage,2,0,0,0,0,2010-17
P_039229,MO_001,Comfort Evaluation of Cyclists Jerseys Using Wear Trial Test,2020,0,textile/yarn/fabric,temperature sensor,temperature/thermal signal,environmental monitoring,temperature sensor -> temperature/thermal signal -> environmental monitoring,textile/yarn/fabric -> temperature sensor -> temperature/thermal signal -> environmental monitoring,2,0,0,0,0,2018-21
P_039316,MO_001,Flexible electrochromic fiber with rapid color switching and high optical modulation,2023,0,Ag/AgNW,electrode,resistance/conductivity change,wearable/flexible electronics,electrode -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW -> electrode -> resistance/conductivity change -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_039439,MO_001,Integrated triboelectric nanogenerator and radiative cooler for all-weather transparent glass surfaces,2024,0,Ag/AgNW,triboelectric sensor,voltage output,self-powered/energy storage,triboelectric sensor -> voltage output -> self-powered/energy storage,Ag/AgNW -> triboelectric sensor -> voltage output -> self-powered/energy storage,2,0,0,0,0,2022-25
P_039528,MO_001,Wet-spun Ag/PEDOT: PSS composite fibers for high-sensitive SERS sensing and high electrical conducting,2024,0,Ag/AgNW,SERS substrate,optical/fluorescence,sweat/biomarker monitoring,SERS substrate -> optical/fluorescence -> sweat/biomarker monitoring,Ag/AgNW -> SERS substrate -> optical/fluorescence -> sweat/biomarker monitoring,2,0,0,0,0,2022-25
P_039599,MO_001,3D hierarchically gold-nanoparticle-decorated porous carbon for high-performance supercapacitors,2019,0,Au,electrode,resistance/conductivity change,self-powered/energy storage,electrode -> resistance/conductivity change -> self-powered/energy storage,Au -> electrode -> resistance/conductivity change -> self-powered/energy storage,2,0,0,0,0,2018-21
P_039685,MO_001,Mechanical and electrical properties of electrospun PVDF/MWCNT ultrafine fibers using rotating collector,2014,0,CNT,strain sensor,resistance/conductivity change,wearable/flexible electronics,strain sensor -> resistance/conductivity change -> wearable/flexible electronics,CNT -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,2,0,0,0,0,2010-17
P_039737,MO_001,A layered double hydroxides/MXene composite based triboelectric nanogenerator for energy harvesting and self-powered electroplating applications,2025,0,MXene,triboelectric sensor,voltage output,self-powered/energy storage,triboelectric sensor -> voltage output -> self-powered/energy storage,MXene -> triboelectric sensor -> voltage output -> self-powered/energy storage,2,0,0,0,0,2022-25
P_039745,MO_001,IoT enabled carbon cloth-based 3D printed hydrogen fuel cell integrated with supercapacitor for low-power microelectronic devices,2024,0,graphene/rGO,pressure sensor,current signal,self-powered/energy storage,pressure sensor -> current signal -> self-powered/energy storage,graphene/rGO -> pressure sensor -> current signal -> self-powered/energy storage,2,0,0,0,0,2022-25
P_039752,MO_001,Flexible all-solid-state micro-supercapacitor based on Ni fiber electrode coated with MnO2 and reduced graphene oxide via electrochemical deposition,2018,0,graphene/rGO,electrode,capacitance change,wearable/flexible electronics,electrode -> capacitance change -> wearable/flexible electronics,graphene/rGO -> electrode -> capacitance change -> wearable/flexible electronics,2,0,0,0,0,2018-21
P_039805,MO_001,Nanogenerators consisting of direct-grown piezoelectrics on multi-walled carbon nanotubes using flexoelectric effects,2016,0,CNT,electrode,voltage output,wearable/flexible electronics,electrode -> voltage output -> wearable/flexible electronics,CNT -> electrode -> voltage output -> wearable/flexible electronics,2,0,0,0,0,2010-17
P_039838,MO_001,"Poly-3,4-ethylenedioxythiophene/Polystyrene Sulfonate/Dimethyl Sulfoxide-Based Conductive Fabrics for Wearable Electronics: Elucidating the Electrical Conductivity and Durability Properties through Controlled Doping and Washing Tests",2024,0,PEDOT:PSS,electrode,resistance/conductivity change,wearable/flexible electronics,electrode -> resistance/conductivity change -> wearable/flexible electronics,PEDOT:PSS -> electrode -> resistance/conductivity change -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_039866,MO_007,Borophene nanomaterials: synthesis and applications in biosensors,2024,0,PEDOT:PSS,gas/chemical sensor,current signal,sweat/biomarker monitoring,gas/chemical sensor -> current signal -> sweat/biomarker monitoring,PEDOT:PSS -> gas/chemical sensor -> current signal -> sweat/biomarker monitoring,2,0,0,0,0,2022-25
P_039966,MO_001,Magnetic capsulate triboelectric nanogenerators,2022,0,Cu/Ni,triboelectric sensor,voltage output,self-powered/energy storage,triboelectric sensor -> voltage output -> self-powered/energy storage,Cu/Ni -> triboelectric sensor -> voltage output -> self-powered/energy storage,2,0,0,0,0,2022-25
P_040445,MO_001,"3D printed UV-sensing optical fiber probes: manufacturing, properties, and performance",2024,0,hydrogel,fiber sensor,performance metric,health monitoring,fiber sensor -> performance metric -> health monitoring,hydrogel -> fiber sensor -> performance metric -> health monitoring,2,0,0,0,0,2022-25
P_040473,MO_001,Experimental investigation of sensitivity changes during encapsulation of piezoelectric composite materials,2025,0,CNT,piezoelectric sensor,voltage output,health monitoring,piezoelectric sensor -> voltage output -> health monitoring,CNT -> piezoelectric sensor -> voltage output -> health monitoring,2,0,0,0,0,2022-25
P_040724,MO_001,"Lightweight, mechanically flexible and thermally superinsulating rGO/polyimide nanocomposite foam with an anisotropic microstructure",2019,0,graphene/rGO,temperature sensor,resistance/conductivity change,wearable/flexible electronics,temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,2,0,0,0,0,2018-21
P_040837,MO_001,The In Vitro Toxicity Profile of ZnS and CdS Quantum Dots in Polysaccharide Carriers (Starch/Chitosan),2024,0,cellulose/cotton/silk,biosensor/electrochemical,frequency/wavelength signal,health monitoring,biosensor/electrochemical -> frequency/wavelength signal -> health monitoring,cellulose/cotton/silk -> biosensor/electrochemical -> frequency/wavelength signal -> health monitoring,2,0,0,0,0,2022-25
P_041123,MO_001,Flexible Supercapacitors Based on Stretchable Conducting Polymer Electrodes,2023,0,PDMS/Ecoflex,electrode,capacitance change,wearable/flexible electronics,electrode -> capacitance change -> wearable/flexible electronics,PDMS/Ecoflex -> electrode -> capacitance change -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_041338,MO_001,Clamping effect on the piezoelectric responses of screen-printed low temperature PZT/Polymer films on flexible substrates,2015,0,polymer/elastomer,capacitive sensor,mechanical deformation,HMI,capacitive sensor -> mechanical deformation -> HMI,polymer/elastomer -> capacitive sensor -> mechanical deformation -> HMI,2,0,0,0,0,2010-17
P_041361,MO_003,Electrochromic-based visualised flexible biosensing platforms: from single device to multifunctional device integration,2025,0,graphene/rGO,gas/chemical sensor,voltage output,sweat/biomarker monitoring,gas/chemical sensor -> voltage output -> sweat/biomarker monitoring,graphene/rGO -> gas/chemical sensor -> voltage output -> sweat/biomarker monitoring,2,0,0,0,0,2022-25
P_041361,MO_005,Electrochromic-based visualised flexible biosensing platforms: from single device to multifunctional device integration,2025,0,CNT,humidity sensor,resistance/conductivity change,wearable/flexible electronics,humidity sensor -> resistance/conductivity change -> wearable/flexible electronics,CNT -> humidity sensor -> resistance/conductivity change -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_041372,MO_001,"Biosignal PI, an Affordable Open-Source ECG and Respiration Measurement System",2015,0,textile/yarn/fabric,electrode,impedance signal,health monitoring,electrode -> impedance signal -> health monitoring,textile/yarn/fabric -> electrode -> impedance signal -> health monitoring,2,0,0,0,0,2010-17
P_041396,MO_001,Sucrose-derived carbon-coated nickel oxide (SDCC-NiO) as an electrode material for supercapacitor applications,2020,0,Cu/Ni,electrode,capacitance change,self-powered/energy storage,electrode -> capacitance change -> self-powered/energy storage,Cu/Ni -> electrode -> capacitance change -> self-powered/energy storage,2,0,0,0,0,2018-21
P_041701,MO_001,"<i>Causonis trifolia-</i>based green synthesis of multifunctional silver nanoparticles for dual sensing of mercury and ferric ions, photocatalysis, and biomedical applications",2025,0,Ag/AgNW,optical sensor,optical/fluorescence,environmental monitoring,optical sensor -> optical/fluorescence -> environmental monitoring,Ag/AgNW -> optical sensor -> optical/fluorescence -> environmental monitoring,2,0,0,0,0,2022-25
P_041732,MO_001,Printed Solid-State Batteries,2023,0,CNT,electrode,energy output,wearable/flexible electronics,electrode -> energy output -> wearable/flexible electronics,CNT -> electrode -> energy output -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_041732,MO_005,Printed Solid-State Batteries,2023,0,graphene/rGO,electrode,energy output,wearable/flexible electronics,electrode -> energy output -> wearable/flexible electronics,graphene/rGO -> electrode -> energy output -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_041901,MO_001,"Ternary nanocomposite comprising MnO2, GQDs, and PANI as a potential structure for humidity sensing applications",2023,0,PPy/PANI,electrode,capacitance change,environmental monitoring,electrode -> capacitance change -> environmental monitoring,PPy/PANI -> electrode -> capacitance change -> environmental monitoring,2,0,0,0,0,2022-25
P_042206,MO_001,Triboelectric power generation performance of polyvinyl alcohol using ZnO–CuO–AgO trimetallic nanoparticles,2024,0,ZnO/oxide,electrode,voltage output,wearable/flexible electronics,electrode -> voltage output -> wearable/flexible electronics,ZnO/oxide -> electrode -> voltage output -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_042213,MO_001,Engineering advanced cellulosics for enhanced triboelectric performance using biomanufactured proteins,2024,0,textile/yarn/fabric,triboelectric sensor,voltage output,wearable/flexible electronics,triboelectric sensor -> voltage output -> wearable/flexible electronics,textile/yarn/fabric -> triboelectric sensor -> voltage output -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_042234,MO_001,Analysis of Output Performance of a Novel Symmetrical T-Shaped Trapezoidal Micro Piezoelectric Energy Harvester Using a PZT-5H,2022,0,Cu/Ni,piezoelectric sensor,voltage output,wireless/IoT,piezoelectric sensor -> voltage output -> wireless/IoT,Cu/Ni -> piezoelectric sensor -> voltage output -> wireless/IoT,2,0,0,0,0,2022-25
P_042291,MO_001,3D printed inks of two-dimensional semimetallic MoS<sub>2</sub>/TiS<sub>2</sub> nanosheets for conductive-additive-free symmetric supercapacitors,2023,0,hydrogel,electrode,capacitance change,wearable/flexible electronics,electrode -> capacitance change -> wearable/flexible electronics,hydrogel -> electrode -> capacitance change -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_042345,MO_003,Multifunctional transition and temperature-responsive contact lenses,2023,0,hydrogel,temperature sensor,optical/fluorescence,portable electronics,temperature sensor -> optical/fluorescence -> portable electronics,hydrogel -> temperature sensor -> optical/fluorescence -> portable electronics,2,0,0,0,0,2022-25
P_042425,MO_001,Piezoelectric nanofiber/polymer composite membrane for noise harvesting and active acoustic wave detection,2019,0,textile/yarn/fabric,piezoelectric sensor,voltage output,self-powered/energy storage,piezoelectric sensor -> voltage output -> self-powered/energy storage,textile/yarn/fabric -> piezoelectric sensor -> voltage output -> self-powered/energy storage,2,0,0,0,0,2018-21
P_042437,MO_001,3D-printed epidermal sweat microfluidic systems with integrated microcuvettes for precise spectroscopic and fluorometric biochemical assays,2023,0,PDMS/Ecoflex,optical sensor,optical/fluorescence,wearable/flexible electronics,optical sensor -> optical/fluorescence -> wearable/flexible electronics,PDMS/Ecoflex -> optical sensor -> optical/fluorescence -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_042530,MO_001,Solvatochromism based on structural color: Smart polymer composites for sensing and security,2018,0,polymer/elastomer,optical sensor,optical/fluorescence,environmental monitoring,optical sensor -> optical/fluorescence -> environmental monitoring,polymer/elastomer -> optical sensor -> optical/fluorescence -> environmental monitoring,2,0,0,0,0,2018-21
P_042574,MO_006,Hydrogel-based soft bioelectronics for personalized healthcare,2024,0,TPU/PU,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,TPU/PU -> strain sensor -> resistance/conductivity change -> motion monitoring,2,0,0,0,0,2022-25
P_042597,MO_001,Transforming wearable technology with advanced ultra-flexible energy harvesting and storage solutions,2024,0,hydrogel,pressure sensor,energy output,self-powered/energy storage,pressure sensor -> energy output -> self-powered/energy storage,hydrogel -> pressure sensor -> energy output -> self-powered/energy storage,2,0,0,0,0,2022-25
P_042925,MO_005,Fabrication strategies and microscale sensing functionalities of mechanochromic colloidal photonic crystals for underwater applications,2025,0,CNT,optical sensor,optical/fluorescence,wearable/flexible electronics,optical sensor -> optical/fluorescence -> wearable/flexible electronics,CNT -> optical sensor -> optical/fluorescence -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_043140,MO_001,Linearity of piezoelectric response of electrospun polymer-based (PVDF) fibers with barium titanate nanoparticles,2023,0,PVDF,electrode,voltage output,health monitoring,electrode -> voltage output -> health monitoring,PVDF -> electrode -> voltage output -> health monitoring,2,0,0,0,0,2022-25
P_043229,MO_002,In situ continuous hydrogen-bonded engineering for intrinsically stretchable and healable high-mobility polymer semiconductors,2024,0,textile/yarn/fabric,electrode,mechanical deformation,wearable/flexible electronics,electrode -> mechanical deformation -> wearable/flexible electronics,textile/yarn/fabric -> electrode -> mechanical deformation -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_043368,MO_001,Toward Rapid Detection of Viable Bacteria in Whole Blood for Early Sepsis Diagnostics and Susceptibility Testing,2021,0,cellulose/cotton/silk,optical sensor,optical/fluorescence,sweat/biomarker monitoring,optical sensor -> optical/fluorescence -> sweat/biomarker monitoring,cellulose/cotton/silk -> optical sensor -> optical/fluorescence -> sweat/biomarker monitoring,2,0,0,0,0,2018-21
P_043499,MO_001,62nd Technological Conference on Textile Innovations,2024,0,textile/yarn/fabric,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> health monitoring,2,0,0,0,0,2022-25
P_043548,MO_001,Una aproximación tópica a los derechos de la personalidad,2020,0,Cu/Ni,electrode,energy output,self-powered/energy storage,electrode -> energy output -> self-powered/energy storage,Cu/Ni -> electrode -> energy output -> self-powered/energy storage,2,0,0,0,0,2018-21
P_044068,MO_001,Bio-Inspired Hierarchical Carbon Nanotube Yarn with Ester Bond Cross-Linkages towards High Conductivity for Multifunctional Applications,2022,0,CNT,strain sensor,resistance/conductivity change,wearable/flexible electronics,strain sensor -> resistance/conductivity change -> wearable/flexible electronics,CNT -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_044068,MO_002,Bio-Inspired Hierarchical Carbon Nanotube Yarn with Ester Bond Cross-Linkages towards High Conductivity for Multifunctional Applications,2022,0,CNT,resistive sensor,voltage output,wearable/flexible electronics,resistive sensor -> voltage output -> wearable/flexible electronics,CNT -> resistive sensor -> voltage output -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_044156,MO_002,Electroactive aniline tetramer–spider silks with conductive and electrochromic functionality,2022,0,cellulose/cotton/silk,pH sensor,optical/fluorescence,wearable/flexible electronics,pH sensor -> optical/fluorescence -> wearable/flexible electronics,cellulose/cotton/silk -> pH sensor -> optical/fluorescence -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_044346,MO_001,Bioconversion of Terephthalic Acid and Ethylene Glycol Into Bacterial Cellulose by Komagataeibacter xylinus DSM 2004 and DSM 46604,2022,0,textile/yarn/fabric,strain sensor,resistance/conductivity change,wearable/flexible electronics,strain sensor -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_044380,MO_002,Bidirectional thermo-regulating hydrogel composite for autonomic thermal homeostasis,2023,0,Ag/AgNW,electrode,resistance/conductivity change,wearable/flexible electronics,electrode -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW -> electrode -> resistance/conductivity change -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_044771,MO_001,High-fidelity and clean nanotransfer lithography using structure-embedded and electrostatic-adhesive carriers,2023,0,graphene/rGO,triboelectric sensor,frequency/wavelength signal,wearable/flexible electronics,triboelectric sensor -> frequency/wavelength signal -> wearable/flexible electronics,graphene/rGO -> triboelectric sensor -> frequency/wavelength signal -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_044819,MO_001,A Room-Temperature Operation Formaldehyde Sensing Material Printed Using Blends of Reduced Graphene Oxide and Poly(methyl methacrylate),2015,0,graphene/rGO,electrode,resistance/conductivity change,environmental monitoring,electrode -> resistance/conductivity change -> environmental monitoring,graphene/rGO -> electrode -> resistance/conductivity change -> environmental monitoring,2,0,0,0,0,2010-17
P_045135,MO_001,Navigating the future of healthcare with innovations and challenges in implantable battery technology for biomedical devices,2024,0,Cu/Ni,piezoelectric sensor,current signal,health monitoring,piezoelectric sensor -> current signal -> health monitoring,Cu/Ni -> piezoelectric sensor -> current signal -> health monitoring,2,0,0,0,0,2022-25
P_045555,MO_002,"Advancements in Wearable Smart Textiles: Transforming Health, Sports, and Beyond",2025,0,textile/yarn/fabric,pressure sensor,mechanical deformation,wireless/IoT,pressure sensor -> mechanical deformation -> wireless/IoT,textile/yarn/fabric -> pressure sensor -> mechanical deformation -> wireless/IoT,2,0,0,0,0,2022-25
P_045846,MO_001,A bioinspired tactile scanner for computer haptics,2024,0,PVDF,piezoelectric sensor,frequency/wavelength signal,robotics/tactile,piezoelectric sensor -> frequency/wavelength signal -> robotics/tactile,PVDF -> piezoelectric sensor -> frequency/wavelength signal -> robotics/tactile,2,0,0,0,0,2022-25
P_045922,MO_006,Pneumatic coding blocks enable programmability of electronics-free fluidic soft robots,2024,0,PMMA/PLA,pressure sensor,mechanical deformation,robotics/tactile,pressure sensor -> mechanical deformation -> robotics/tactile,PMMA/PLA -> pressure sensor -> mechanical deformation -> robotics/tactile,2,0,0,0,0,2022-25
P_046153,MO_001,Challenges and emerging opportunities in transistor-based ultrathin electronics: design and fabrication for healthcare applications,2022,0,silicone/elastomer,strain sensor,temperature/thermal signal,health monitoring,strain sensor -> temperature/thermal signal -> health monitoring,silicone/elastomer -> strain sensor -> temperature/thermal signal -> health monitoring,2,0,0,0,0,2022-25
P_046235,MO_001,Fluorescent antimicrobial hydrogel based on fluorophore N-doped carbon dots originated from cellulose nanocrystals,2024,0,hydrogel,optical sensor,optical/fluorescence,environmental monitoring,optical sensor -> optical/fluorescence -> environmental monitoring,hydrogel -> optical sensor -> optical/fluorescence -> environmental monitoring,2,0,0,0,0,2022-25
P_046382,MO_001,Wearable Technology to Increase Self-Awareness of Low Back Pain: A Survey of Technology Needs among Health Care Workers,2021,0,textile/yarn/fabric,accelerometer/gyroscope,mechanical deformation,wearable/flexible electronics,accelerometer/gyroscope -> mechanical deformation -> wearable/flexible electronics,textile/yarn/fabric -> accelerometer/gyroscope -> mechanical deformation -> wearable/flexible electronics,2,0,0,0,0,2018-21
P_046402,MO_001,"Polymeric piezoelectric accelerometers with high sensitivity, broad bandwidth, and low noise density for organic electronics and wearable microsystems",2024,0,PVDF,piezoelectric sensor,frequency/wavelength signal,wearable/flexible electronics,piezoelectric sensor -> frequency/wavelength signal -> wearable/flexible electronics,PVDF -> piezoelectric sensor -> frequency/wavelength signal -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_046658,MO_001,N-doped graphene nanosheets-based optical nano switch for the selective detection of guanine and Pb<sup>2+</sup>,2023,0,graphene/rGO,optical sensor,optical/fluorescence,health monitoring,optical sensor -> optical/fluorescence -> health monitoring,graphene/rGO -> optical sensor -> optical/fluorescence -> health monitoring,2,0,0,0,0,2022-25
P_046670,MO_001,Recent Progress on Fabrication of Zinc Oxide Nanorod-based Field Effect Transistor Biosensors,2019,0,ZnO/oxide,biosensor/electrochemical,current signal,health monitoring,biosensor/electrochemical -> current signal -> health monitoring,ZnO/oxide -> biosensor/electrochemical -> current signal -> health monitoring,2,0,0,0,0,2018-21
P_046670,MO_002,Recent Progress on Fabrication of Zinc Oxide Nanorod-based Field Effect Transistor Biosensors,2019,0,ZnO/oxide,biosensor/electrochemical,voltage output,sweat/biomarker monitoring,biosensor/electrochemical -> voltage output -> sweat/biomarker monitoring,ZnO/oxide -> biosensor/electrochemical -> voltage output -> sweat/biomarker monitoring,2,0,0,0,0,2018-21
P_046670,MO_003,Recent Progress on Fabrication of Zinc Oxide Nanorod-based Field Effect Transistor Biosensors,2019,0,ZnO/oxide,biosensor/electrochemical,performance metric,sweat/biomarker monitoring,biosensor/electrochemical -> performance metric -> sweat/biomarker monitoring,ZnO/oxide -> biosensor/electrochemical -> performance metric -> sweat/biomarker monitoring,2,0,0,0,0,2018-21
P_046670,MO_004,Recent Progress on Fabrication of Zinc Oxide Nanorod-based Field Effect Transistor Biosensors,2019,0,ZnO/oxide,biosensor/electrochemical,performance metric,health monitoring,biosensor/electrochemical -> performance metric -> health monitoring,ZnO/oxide -> biosensor/electrochemical -> performance metric -> health monitoring,2,0,0,0,0,2018-21
P_046670,MO_005,Recent Progress on Fabrication of Zinc Oxide Nanorod-based Field Effect Transistor Biosensors,2019,0,ZnO/oxide,biosensor/electrochemical,chemical signal,health monitoring,biosensor/electrochemical -> chemical signal -> health monitoring,ZnO/oxide -> biosensor/electrochemical -> chemical signal -> health monitoring,2,0,0,0,0,2018-21
P_046896,MO_001,Bio-based vitrimeric elastomers enable completely sustainable triboelectric nanogenerator,2023,0,silicone/elastomer,triboelectric sensor,voltage output,motion monitoring,triboelectric sensor -> voltage output -> motion monitoring,silicone/elastomer -> triboelectric sensor -> voltage output -> motion monitoring,2,0,0,0,0,2022-25
P_046936,MO_004,Biomass-based graphene aerogel for the removal of emerging pollutants from wastewater,2024,0,graphene/rGO,gas/chemical sensor,current signal,environmental monitoring,gas/chemical sensor -> current signal -> environmental monitoring,graphene/rGO -> gas/chemical sensor -> current signal -> environmental monitoring,2,0,0,0,0,2022-25
P_046944,MO_001,Fabrication of Biomedical Electrodes Using Printing Approaches,2025,0,polymer/elastomer,wearable/e-skin,physiological signal,health monitoring,wearable/e-skin -> physiological signal -> health monitoring,polymer/elastomer -> wearable/e-skin -> physiological signal -> health monitoring,2,0,0,0,0,2022-25
P_047281,MO_001,Exploring the application of the microbial pigment violacein as a sustainable probe molecule for recycled paper-based SERS substrates,2025,0,Ag/AgNW,SERS substrate,performance metric,portable electronics,SERS substrate -> performance metric -> portable electronics,Ag/AgNW -> SERS substrate -> performance metric -> portable electronics,2,0,0,0,0,2022-25
P_047331,MO_001,High-performance paper-based biocathode fabricated by screen-printing an improved mesoporous carbon ink and by oriented immobilization of bilirubin oxidase,2022,0,cellulose/cotton/silk,electrode,current signal,wearable/flexible electronics,electrode -> current signal -> wearable/flexible electronics,cellulose/cotton/silk -> electrode -> current signal -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_048466,MO_001,Polyaniline modified lignocellulosic fibers from sago seed shell powder for electrochemical devices,2018,0,PPy/PANI,electrode,resistance/conductivity change,self-powered/energy storage,electrode -> resistance/conductivity change -> self-powered/energy storage,PPy/PANI -> electrode -> resistance/conductivity change -> self-powered/energy storage,2,0,0,0,0,2018-21
P_048511,MO_001,Designing PEDOT-based hybrid electrodes for supercapacitors by electrospinning strategy,2024,0,PEDOT:PSS,electrode,capacitance change,self-powered/energy storage,electrode -> capacitance change -> self-powered/energy storage,PEDOT:PSS -> electrode -> capacitance change -> self-powered/energy storage,2,0,0,0,0,2022-25
P_048547,MO_001,An Overview of the Transition from Amorphous Carbon to an Ordered Graphitic Crystalline Plane for Applications,2025,0,graphene/rGO,pressure sensor,resistance/conductivity change,wearable/flexible electronics,pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_048618,MO_003,Rise of intrinsically stretchable electroluminescent materials: toward free-form displays,2025,0,polymer/elastomer,electrode,mechanical deformation,wearable/flexible electronics,electrode -> mechanical deformation -> wearable/flexible electronics,polymer/elastomer -> electrode -> mechanical deformation -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_048688,MO_001,Plant‐assisted synthesis of Fe<sub>3</sub>O<sub>4</sub> nanoparticles for catalytic degradation of methyl orange dye and electrochemical sensing of nitrite,2024,0,nanomaterial,electrode,current signal,environmental monitoring,electrode -> current signal -> environmental monitoring,nanomaterial -> electrode -> current signal -> environmental monitoring,2,0,0,0,0,2022-25
P_048860,MO_001,Facile roll-to-roll production of nanoporous fiber coatings for advanced wound care sutures,2024,0,PEDOT:PSS,temperature sensor,resistance/conductivity change,environmental monitoring,temperature sensor -> resistance/conductivity change -> environmental monitoring,PEDOT:PSS -> temperature sensor -> resistance/conductivity change -> environmental monitoring,2,0,0,0,0,2022-25
P_049059,MO_003,Rapid mold-free fabrication of long functional PDMS fibers,2022,0,textile/yarn/fabric,temperature sensor,resistance/conductivity change,wearable/flexible electronics,temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_049181,MO_001,Molecular tailoring to improve polypyrrole hydrogels’ stiffness and electrochemical energy storage capacity,2019,0,hydrogel,gas/chemical sensor,capacitance change,wearable/flexible electronics,gas/chemical sensor -> capacitance change -> wearable/flexible electronics,hydrogel -> gas/chemical sensor -> capacitance change -> wearable/flexible electronics,2,0,0,0,0,2018-21
P_049200,MO_001,High Density Body Surface Potential Mapping with Conducting Polymer‐Eutectogel Electrode Arrays for ECG imaging,2024,0,PEDOT:PSS,electrode,physiological signal,health monitoring,electrode -> physiological signal -> health monitoring,PEDOT:PSS -> electrode -> physiological signal -> health monitoring,2,0,0,0,0,2022-25
P_049208,MO_002,Application and analysis of contemporary flexible tactile sensors,2024,0,silicone/elastomer,tactile sensor,capacitance change,wireless/IoT,tactile sensor -> capacitance change -> wireless/IoT,silicone/elastomer -> tactile sensor -> capacitance change -> wireless/IoT,2,0,0,0,0,2022-25
P_049240,MO_001,Joule Heating-Induced Carbon Fibers for Flexible Fiber Supercapacitor Electrodes,2020,0,hydrogel,electrode,capacitance change,wearable/flexible electronics,electrode -> capacitance change -> wearable/flexible electronics,hydrogel -> electrode -> capacitance change -> wearable/flexible electronics,2,0,0,0,0,2018-21
P_049242,MO_001,Photoacoustic synchronization system based on anisotropic nanofibers,2025,0,PVDF,triboelectric sensor,voltage output,self-powered/energy storage,triboelectric sensor -> voltage output -> self-powered/energy storage,PVDF -> triboelectric sensor -> voltage output -> self-powered/energy storage,2,0,0,0,0,2022-25
P_049630,MO_003,Dermal-fluid-enabled detection platforms for non-invasive ambulatory monitoring,2023,0,PMMA/PLA,electrode,chemical signal,wearable/flexible electronics,electrode -> chemical signal -> wearable/flexible electronics,PMMA/PLA -> electrode -> chemical signal -> wearable/flexible electronics,2,0,0,0,0,2022-25
P_049995,MO_002,Actuation for flexible and stretchable microdevices,2024,0,graphene/rGO,temperature sensor,voltage output,robotics/tactile,temperature sensor -> voltage output -> robotics/tactile,graphene/rGO -> temperature sensor -> voltage output -> robotics/tactile,2,0,0,0,0,2022-25
P_050091,MO_001,Self-Powered Fine Dust Filtration Using Triboelectrification-Induced Electric Field,2022,0,Au,triboelectric sensor,voltage output,self-powered/energy storage,triboelectric sensor -> voltage output -> self-powered/energy storage,Au -> triboelectric sensor -> voltage output -> self-powered/energy storage,2,0,0,0,0,2022-25
